17 - [6, 5, 0.0026000000000000003, 64, 64, 262144, 64, 0, 0, 0] reward:-0.0
18 - [6, 5, 0.001, 48, 96, 131072, 64, 0, 0, 0] reward:-0.0
19 - [2, 1, 0.0028, 64, 80, 4194304, 64, 0, 0, 0] reward:-0.0
20 - [11, 3, 0.0029000000000000002, 128, 32, 4194304, 64, 0, 0, 0] reward:-0.0
21 - [11, 4, 0.0028, 112, 48, 8388608, 64, 0, 0, 0] reward:-0.0
22 - [10, 1, 0.0006000000000000001, 80, 80, 1048576, 64, 0, 0, 0] reward:-0.0
23 - [8, 7, 0.0028, 96, 80, 131072, 64, 0, 0, 0] reward:-0.0
24 - [1, 1, 0.0006000000000000001, 96, 16, 131072, 64, 0, 0, 0] reward:-456601.2991446147
25 - [3, 3, 0.0029000000000000002, 96, 64, 262144, 64, 0, 0, 0] reward:-15200.187747949436
26 - [15, 4, 0.0022, 96, 64, 262144, 64, 0, 0, 0] reward:-0.0
27 - [16, 3, 0.0027, 112, 16, 131072, 64, 0, 0, 0] reward:-0.0
28 - [7, 5, 0.0006000000000000001, 96, 80, 524288, 64, 0, 0, 0] reward:-0.0
29 - [2, 2, 0.0008, 48, 128, 131072, 64, 0, 0, 0] reward:-33088.1075697983
30 - [3, 3, 0.0008, 112, 32, 4194304, 64, 0, 0, 0] reward:-0.0
31 - [16, 7, 0.0027, 96, 48, 262144, 64, 0, 0, 0] reward:-0.0
32 - [5, 5, 0.0021000000000000003, 16, 64, 2097152, 64, 0, 0, 0] reward:-0.0
33 - [15, 4, 0.0012000000000000001, 64, 48, 2097152, 64, 0, 0, 0] reward:-0.0
34 - [8, 5, 0.0017000000000000001, 112, 112, 262144, 64, 0, 0, 0] reward:-0.0
35 - [2, 2, 0.0028, 16, 48, 4194304, 64, 0, 0, 0] reward:-135838.79454939414
36 - [10, 4, 0.0026000000000000003, 16, 96, 524288, 64, 0, 0, 0] reward:-0.0
37 - [3, 3, 0.0014000000000000002, 32, 80, 2097152, 64, 0, 0, 0] reward:-0.0
38 - [11, 4, 0.0022, 32, 32, 262144, 64, 0, 0, 0] reward:-0.0
39 - [8, 3, 0.0018000000000000002, 32, 112, 1048576, 64, 0, 0, 0] reward:-0.0
40 - [6, 3, 0.0016, 128, 48, 4194304, 64, 0, 0, 0] reward:-0.0
41 - [16, 2, 0.0008, 16, 48, 131072, 64, 0, 0, 0] reward:-0.0
42 - [9, 8, 0.0023, 32, 112, 4194304, 64, 0, 0, 0] reward:-0.0
43 - [5, 5, 0.0024000000000000002, 96, 32, 1048576, 64, 0, 0, 0] reward:-0.0
44 - [15, 6, 0.0028, 32, 32, 2097152, 64, 0, 0, 0] reward:-0.0
45 - [8, 5, 0.0019, 64, 80, 1048576, 64, 0, 0, 0] reward:-0.0
46 - [4, 3, 0.0005, 112, 48, 131072, 64, 0, 0, 0] reward:-18148.771807187735
47 - [3, 3, 0.0006000000000000001, 112, 128, 262144, 64, 0, 0, 0] reward:-10363.011115176312
48 - [5, 5, 0.001, 32, 80, 262144, 64, 0, 0, 0] reward:-0.0
49 - [5, 5, 0.0012000000000000001, 80, 80, 1048576, 64, 0, 0, 0] reward:-0.0
50 - [5, 5, 0.002, 32, 112, 262144, 64, 0, 0, 0] reward:-0.0
51 - [1, 1, 0.0023, 32, 96, 1048576, 64, 0, 0, 0] reward:-83934.75508737791
